962	16	5	1393545600
1329	16	5	1363392000
1272	16	5	1377648000
813	16	5	1392336000
117	16	5	1392940800
1168	112	5	1356048000
948	112	5	1390089600
1334	112	3	1353024000
1352	112	5	1215302400
400	112	5	1389139200
970	112	5	1334793600
445	116	4	1398124800
521	116	3	1384646400
636	116	5	1371340800
740	116	5	1356912000
72	116	2	1376697600
455	494	4	1376352000
522	494	5	1373328000
61	494	5	1363564800
1150	494	5	1375833600
1058	494	4	1331856000
1295	494	5	1390953600
844	494	4	1354924800
319	578	5	1341446400
560	578	5	1383177600
457	578	4	1372809600
47	578	5	1327449600
505	578	5	1381795200
535	573	4	1341964800
1285	573	5	1392768000
127	573	5	1337990400
917	573	5	1376092800
1243	573	4	1394496000
369	573	5	1379289600
811	573	5	1325808000
285	573	4	1329004800
235	573	4	1379289600
238	573	4	1387065600
554	573	5	1379376000
1385	573	4	1355443200
812	573	5	1372464000
260	665	5	1405382400
477	665	5	1333152000
737	665	5	1401235200
937	665	5	1363132800
560	665	4	1388966400
36	665	4	1290038400
354	665	5	1372291200
514	665	5	1359504000
977	665	5	1346803200
462	665	2	1309910400
33	665	5	1393977600
387	665	1	1391904000
90	665	4	1370649600
265	665	5	1399939200
556	665	5	1381190400
70	665	5	1374710400
376	665	5	1392163200
1333	665	4	1397779200
1073	665	3	1404518400
1027	665	5	1390521600
132	665	5	1389571200
1025	665	5	1343001600
606	665	5	1377388800
473	665	5	1373068800
669	665	5	1391385600
925	665	5	1293580800
276	665	4	1359072000
363	665	5	1373846400
460	665	5	1377734400
674	665	5	1359936000
285	665	3	1329004800
416	665	5	1389830400
235	665	4	1358726400
795	665	3	1393372800
1325	665	5	1380844800
256	665	3	1371168000
563	665	4	1334620800
1115	665	5	1404950400
969	665	4	1403913600
796	665	5	1379894400
994	665	5	1357603200
792	665	5	1320192000
53	665	5	1383868800
993	665	5	1369180800
1077	665	5	1402876800
111	665	5	1346976000
1080	665	5	1381363200
512	665	4	1295568000
1412	665	1	1394755200
160	665	5	1328313600
129	665	5	1386633600
866	665	5	1360886400
317	636	3	1395792000
723	636	5	1372550400
66	636	5	1323129600
581	636	5	1335312000
941	636	4	1396828800
605	636	2	1379289600
505	636	5	1369526400
296	602	5	1371686400
970	602	5	1372118400
1350	602	5	1400716800
422	602	4	1229299200
1394	602	4	1356825600
301	7	4	1387929600
31	7	5	1358035200
946	7	5	1384128000
1051	7	5	1392595200
829	7	5	1373500800
885	7	5	1318723200
285	7	5	1329004800
467	7	5	1297728000
663	7	5	1381190400
1342	185	5	1395792000
828	185	5	1359158400
1216	185	5	1329350400
1166	185	5	1368230400
785	185	4	1346630400
577	185	5	1384300800
1108	185	5	1357257600
805	319	5	1327881600
965	319	4	1375747200
71	319	4	1369440000
1185	319	5	1360454400
310	319	5	1394928000
968	319	5	1359504000
1285	319	5	1392768000
1270	319	4	1355875200
88	319	5	1403913600
615	319	5	1296172800
1319	319	4	1399334400
669	319	5	1392854400
1307	319	5	1289606400
1417	319	5	1374192000
931	319	5	1336262400
1016	319	5	1398643200
941	319	5	1403568000
3	538	4	1392076800
624	538	5	1326240000
1256	538	5	1375228800
1020	538	5	1393545600
73	538	4	1363737600
503	538	4	1363651200
178	538	2	1388361600
238	538	5	1397606400
916	538	5	1383436800
1273	538	5	1383004800
3	22	4	1392076800
867	22	5	1354320000
463	22	5	1369094400
964	22	4	1370649600
1251	22	5	1362355200
1350	22	5	1396310400
1304	727	5	1383264000
45	727	5	1349308800
1300	727	5	1366848000
752	727	3	1381190400
61	727	5	1390867200
153	727	5	1396483200
387	727	4	1399593600
308	727	5	1396569600
400	727	5	1389139200
457	727	5	1371340800
222	727	3	1402358400
1080	727	5	1306454400
1288	727	5	1381363200
561	727	5	1374278400
127	518	5	1392595200
1363	518	5	1326240000
434	518	4	1395100800
1173	518	5	1393718400
1249	518	4	1244332800
1395	518	4	1325203200
3	689	4	1392076800
1331	689	4	1331424000
380	689	5	1325894400
1119	689	4	1330992000
1085	689	4	1356566400
1378	689	3	1356480000
735	502	4	1356048000
922	502	4	1404345600
651	502	5	1353369600
1104	502	5	1396396800
870	502	4	1386374400
936	83	4	1302307200
757	83	4	1401062400
1242	83	5	1288051200
1409	83	5	1297900800
1085	83	4	1251849600
1249	83	4	1245974400
284	83	5	1387756800
1346	73	5	1342569600
1140	73	5	1380758400
1248	73	5	1147651200
755	73	5	1384387200
1062	73	5	1140912000
1260	73	5	1381708800
73	73	5	1363737600
285	73	4	1350604800
422	73	4	1229126400
57	73	5	1381276800
199	73	4	1365811200
1190	844	5	1389312000
522	844	5	1374537600
741	844	5	1387152000
91	844	4	1327795200
399	844	4	1325808000
1248	844	4	1147737600
1383	844	5	1402358400
987	844	5	1360022400
1302	844	5	1309910400
1256	844	5	1379116800
601	844	5	1356393600
285	844	4	1350604800
1219	844	4	1396569600
422	844	4	1229126400
1249	844	5	1245110400
154	844	4	1379203200
199	844	4	1365811200
878	21	5	1305072000
1061	21	5	1303257600
455	21	4	1321574400
91	21	1	1359244800
1285	21	1	1392768000
387	21	4	1391904000
885	21	5	1272326400
434	21	5	1395100800
914	21	4	1290211200
688	21	5	1362009600
581	21	4	1360281600
385	21	4	1311811200
798	21	4	1279497600
1183	21	5	1366502400
1229	21	4	1337558400
1188	21	5	1362268800
295	21	5	1357948800
240	21	5	1325289600
878	700	5	1334275200
31	700	5	1358035200
946	700	4	1383523200
1001	700	5	1383523200
828	700	5	1382054400
625	700	5	1350864000
1173	700	5	1393718400
1260	700	5	1355788800
519	700	5	1373241600
663	700	5	1402963200
894	700	5	1403827200
554	700	5	1364860800
1422	798	5	1391126400
811	798	5	1358035200
750	798	5	1348099200
62	798	5	1364083200
859	798	5	1313107200
311	798	5	1248134400
1172	798	5	1327449600
1110	166	5	1316563200
61	166	3	1364515200
972	166	4	1350345600
248	166	5	1324944000
889	166	4	1174608000
751	166	4	1370563200
1329	882	5	1364860800
854	882	5	1356652800
896	882	5	1383782400
1139	882	4	1263859200
791	882	5	1354752000
910	882	5	1283472000
956	882	4	1402444800
1071	882	4	1325548800
1009	882	5	1396310400
290	882	5	1312243200
1250	882	5	1388534400
58	882	5	1389657600
1420	882	5	1404000000
634	882	4	1391731200
658	882	5	1229644800
459	882	5	1372032000
933	882	5	1403913600
1319	882	5	1404691200
487	882	4	1250985600
716	882	5	1399852800
1353	882	4	1365206400
1419	882	5	1315612800
157	882	5	1371600000
1167	882	2	1379548800
507	882	3	1383436800
1089	882	5	1274745600
178	882	5	1375142400
1229	882	5	1330473600
531	82	4	1287100800
651	82	5	1339372800
944	82	5	1277942400
1227	82	5	1249776000
1382	82	4	1365206400
900	82	5	1348185600
1046	82	5	1356912000
869	82	5	1294444800
1064	82	5	1353369600
1264	82	4	1364428800
1137	82	5	1244246400
931	82	4	1310774400
68	82	4	1359244800
831	82	5	1363132800
911	82	5	1337558400
874	82	3	1359763200
1280	82	4	1335052800
814	82	5	1348963200
819	82	5	1341360000
52	82	5	1356220800
284	82	5	1355270400
986	82	5	1361664000
1000	666	4	1316822400
210	666	5	1383955200
125	666	5	1375488000
459	666	4	1372032000
424	666	5	1392508800
719	666	5	1354320000
1314	666	5	1309219200
15	666	5	1320796800
628	666	5	1373673600
678	666	5	1339200000
982	666	5	1379980800
1071	2	4	1332374400
1076	2	4	1377993600
1096	2	5	1364169600
1211	2	5	1326240000
256	2	5	1379289600
15	2	5	1320796800
783	2	3	1386460800
1179	2	4	1395878400
1023	432	4	1288828800
738	432	5	1376870400
1418	432	4	1376870400
1163	432	2	1390608000
80	432	3	1365552000
450	432	3	1383091200
1144	432	5	1362528000
887	432	5	1354492800
1112	432	5	1355443200
326	432	4	1362873600
644	432	4	1346198400
27	432	4	1330473600
135	432	5	1308960000
1169	432	4	1368748800
899	432	5	1371513600
1286	432	4	1339718400
1043	512	5	1339804800
494	512	5	1401753600
33	512	5	1393977600
102	512	3	1392854400
466	512	5	1388793600
995	512	4	1358294400
926	512	4	1395273600
720	512	5	1326931200
884	512	5	1380931200
1136	512	5	1389139200
1048	512	5	1376870400
282	62	5	1339113600
49	62	5	1397088000
848	62	4	1395360000
1365	62	5	1390521600
1078	62	5	1380931200
903	62	5	1370908800
731	62	5	1355011200
1425	62	3	1393286400
261	62	3	1395532800
389	62	5	1334793600
562	62	3	1379030400
1386	62	5	1393804800
888	62	5	1389398400
832	62	5	1383177600
970	62	5	1334620800
1067	62	5	1234137600
227	62	5	1369958400
1031	62	2	1393200000
233	62	5	1378944000
215	62	5	1317427200
597	62	5	1364256000
767	62	5	1387497600
1381	104	4	1379030400
208	104	5	1315958400
1165	104	4	1322870400
618	104	5	1392681600
865	104	5	1358553600
1166	104	3	1368230400
1084	104	5	1383091200
574	104	5	1394236800
1261	104	3	1204675200
335	104	5	1373068800
191	419	5	1313798400
318	419	5	1272499200
692	419	5	1370390400
764	419	5	1303862400
471	419	5	1332374400
1361	419	5	1315785600
18	670	4	1325376000
486	670	4	1336780800
242	670	5	1340150400
471	670	4	1332374400
602	670	4	1346112000
1361	670	5	1315785600
451	316	5	1298592000
61	316	4	1360540800
816	316	5	1219449600
131	316	5	1397692800
318	316	5	1255737600
432	316	1	1258070400
846	316	4	1313798400
1106	316	5	1375920000
